mexico freed us marine reservist sgt|us|,墨西哥,释放,我们,海洋,预备役,上士|我们|我们|pronoun|我们|我们|我们(pronoun)+|
although her role put her in charge of in-flight service|service|虽然,她,的,角色,让,她,负责,空中,服务|服务|服务|noun|服务|服务|服务(noun)+服侍(noun)+服役(noun)+功(noun)+雇佣(noun)+劳务(noun)+勤务(noun)+送达(noun)+役(noun)+营运(noun)+服务(verb)+维修(verb)+招待(verb)+兵的(adjective)+军事的(adjective)+|
she was only a passenger on this flight and was not flying in an official capacity|only|她,是,只,在,本次,航班,上,的,乘客,并不,以,官方,身份,飞|只|只|adverb|只有|只有|只有(adverb)+仅(adverb)+只(adverb)+唯一(adverb)+只是(adverb)+仅仅(adverb)+才(adverb)+刚刚(adverb)+光(adverb)+但(adverb)+单单(adverb)+净(adverb)+就(adverb)+乃(adverb)+刚(adverb)+唯(adverb)+惟(adverb)+单(adverb)+止(adverb)+殆(adverb)+只不过(adverb)+啻(adverb)+不过(adverb)+徒(adverb)+单独的(adjective)+单一的(adjective)+独的(adjective)+唯一的(adjective)+不过(conjunction)+|
she was only a passenger on this flight and was not flying in an official capacity|passenger|她,是,只,在,本次,航班,上,的,乘客,并不,以,官方,身份,飞|乘客|乘客|noun|乘客|乘客|乘客(noun)+旅客(noun)+客(noun)+搭客(noun)+客人(noun)+|
she was only a passenger on this flight and was not flying in an official capacity|flight|她,是,只,在,本次,航班,上,的,乘客,并不,以,官方,身份,飞|航班|航班|noun|飞行|飞行|飞行(noun)+航班(noun)+航程(noun)+溃逃(noun)+溃逃(verb)+|
she was only a passenger on this flight and was not flying in an official capacity|not|她,是,只,在,本次,航班,上,的,乘客,并不,以,官方,身份,飞|不|并不|adverb|不|不|不(adverb)+未(adverb)+无(adverb)+非(adverb)+弗(adverb)+没(adverb)+靡(adverb)+叵(adverb)+毋(adverb)+|
she was only a passenger on this flight and was not flying in an official capacity|official|她,是,只,在,本次,航班,上,的,乘客,并不,以,官方,身份,飞|官方|官方|adjective|官方|官方|官方(adjective)+正式(adjective)+官(noun)+臣(noun)+宦(noun)+僚(noun)+仕(noun)+宰(noun)+|
she was only a passenger on this flight and was not flying in an official capacity|capacity|她,是,只,在,本次,航班,上,的,乘客,并不,以,官方,身份,飞|||noun|容量|容量|容量(noun)+量(noun)+才能(noun)+器(noun)+潜力(noun)+|
according to south korean news agency yonhap cho is the eldest daughter of korean airs chairman cho yang-ho|south|据,韩国,通讯社,韩联社,cho,是,韩国,宣扬,主席,赵杨,的,大,女儿,—,—,豪|||adverb||南|南(adjective)+南方的(adjective)+南(noun)+南方(noun)+南面(noun)+|
according to south korean news agency yonhap cho is the eldest daughter of korean airs chairman cho yang-ho|news|据,韩国,通讯社,韩联社,cho,是,韩国,宣扬,主席,赵杨,的,大,女儿,—,—,豪|讯|通讯社|noun|新闻|新闻|新闻(noun)+消息(noun)+息(noun)+信息(noun)+讯(noun)+音(noun)+音信(noun)+|
according to south korean news agency yonhap cho is the eldest daughter of korean airs chairman cho yang-ho|agency|据,韩国,通讯社,韩联社,cho,是,韩国,宣扬,主席,赵杨,的,大,女儿,—,—,豪|||noun|机构|机构|机构(noun)+办事处(noun)+帮助(noun)+媒介(noun)+|
according to south korean news agency yonhap cho is the eldest daughter of korean airs chairman cho yang-ho|daughter|据,韩国,通讯社,韩联社,cho,是,韩国,宣扬,主席,赵杨,的,大,女儿,—,—,豪|女儿|女儿|noun|女儿|女儿|女儿(noun)+女孩儿(noun)+女(noun)+姑娘(noun)+|
according to south korean news agency yonhap cho is the eldest daughter of korean airs chairman cho yang-ho|chairman|据,韩国,通讯社,韩联社,cho,是,韩国,宣扬,主席,赵杨,的,大,女儿,—,—,豪|主席|主席|noun|主席|主席|主席(noun)+会长(noun)+主任(noun)+总裁(noun)+当主人(verb)+任主席(verb)+|
he apologized tuesday for any inconvenience caused to passengers and said the incident would be investigated the news agency reported|any|他,道歉,星期二,，,不便,对,乘客,造成,并,表示,这,一,事件,将会,调查,通讯社,报道|||DT||任何|任何(pronoun)+谁(adjective)+所有的(adjective)+|
he apologized tuesday for any inconvenience caused to passengers and said the incident would be investigated the news agency reported|incident|他,道歉,星期二,，,不便,对,乘客,造成,并,表示,这,一,事件,将会,调查,通讯社,报道|事件|事件|noun|事件|事件|事件(noun)+事变(noun)+事端(noun)+附带的(adjective)+|
he apologized tuesday for any inconvenience caused to passengers and said the incident would be investigated the news agency reported|news|他,道歉,星期二,，,不便,对,乘客,造成,并,表示,这,一,事件,将会,调查,通讯社,报道|讯|通讯社|noun|新闻|新闻|新闻(noun)+消息(noun)+息(noun)+信息(noun)+讯(noun)+音(noun)+音信(noun)+|
he apologized tuesday for any inconvenience caused to passengers and said the incident would be investigated the news agency reported|agency|他,道歉,星期二,，,不便,对,乘客,造成,并,表示,这,一,事件,将会,调查,通讯社,报道|||noun|机构|机构|机构(noun)+办事处(noun)+帮助(noun)+媒介(noun)+|
korean air also issued an apology on heather chos behalf yonhap reported in which she asked for forgiveness|air|大韩,航空,还,发表,道歉,上,石南,花,法,代表,韩国,联合,通讯社,报道,，,她,祈求,上帝,原谅|空|航空|noun|空气|空气|空气(noun)+气(noun)+空(noun)+调(noun)+劲(noun)+气态(noun)+神气(noun)+样子(noun)+晾(verb)+曝(verb)+通风(verb)+|
korean air also issued an apology on heather chos behalf yonhap reported in which she asked for forgiveness|also|大韩,航空,还,发表,道歉,上,石南,花,法,代表,韩国,联合,通讯社,报道,，,她,祈求,上帝,原谅|还|还|adverb|也|也|也(adverb)+还(adverb)+亦(adverb)+还有(adverb)+又(adverb)+并(adverb)+载(adverb)+|
korean air also issued an apology on heather chos behalf yonhap reported in which she asked for forgiveness|apology|大韩,航空,还,发表,道歉,上,石南,花,法,代表,韩国,联合,通讯社,报道,，,她,祈求,上帝,原谅|歉|道歉|noun|歉意|歉意|歉意(noun)+歉(noun)+抱歉(noun)+歉忱(noun)+|
korean air also issued an apology on heather chos behalf yonhap reported in which she asked for forgiveness|which|大韩,航空,还,发表,道歉,上,石南,花,法,代表,韩国,联合,通讯社,报道,，,她,祈求,上帝,原谅|||WDT||哪|哪(pronoun)+哪一个(pronoun)+何(adjective)+孰(adjective)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|take|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|||verb|采取|采取|采取(verb)+取(verb)+拿(verb)+吃(verb)+搭(verb)+当(verb)+当成(verb)+服(verb)+感染(verb)+攻克(verb)+攻下(verb)+花费(verb)+进(verb)+买(verb)+拏(verb)+挐(verb)+竦(verb)+吞(verb)+吞服(verb)+用(verb)+摘(verb)+留(verb)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|full|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|||adjective|充分|充分|充分(adjective)+充满(adjective)+饱(adjective)+饱满(adjective)+弸(adjective)+浡(adjective)+充(adjective)+充份(adjective)+充沛(adjective)+丰满(adjective)+盎然(adjective)+稛(adjective)+弥(adjective)+详(adjective)+详尽(adjective)+详细(adjective)+盈(adjective)+盈满(adjective)+饫(adjective)+整整(adjective)+足(adjective)+尽是(adjective)+满(adverb)+富有(adverb)+赅(adverb)+足(adverb)+弥(noun)+饱(verb)+匝(verb)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|responsibility|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|事|事件|noun|责任|责任|责任(noun)+担(noun)+负责任(noun)+干系(noun)+任(noun)+事(noun)+义务(noun)+责(noun)+仔(noun)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|incident|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|事件|事件|noun|事件|事件|事件(noun)+事变(noun)+事端(noun)+附带的(adjective)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|step|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|步骤|步骤|verb|蹈|步骤|步骤(noun)+步(noun)+一步(noun)+步调(noun)+步伐(noun)+步子(noun)+措施(noun)+陔(noun)+级(noun)+脚步(noun)+阶(noun)+蹑(noun)+梯(noun)+梯级(noun)+蹈(verb)+踖(verb)+蹑(verb)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|down|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|||RP||向下|向下(adverb)+下(adverb)+往下(preposition)+沿着(preposition)+毧(noun)+绒毛(noun)+氄(noun)+击落的(adjective)+向下的(adjective)+忧愁(adjective)+忧闷(adjective)+忧伤(adjective)+击落(verb)+往下(verb)+|
i will take full responsibility for the incident and step down from my post she is quoted as saying|post|我,从,她,的,话说,我,帖子,来,将,，,全权,负责,的,事件,和,步骤|||noun|职位|职位|职位(noun)+邮(noun)+岗位(noun)+邮件(noun)+职务(noun)+拄(noun)+柱(noun)+柱子(noun)+公告(verb)+拱(verb)+寄(verb)+哨(verb)+音信(verb)+邮递(verb)+邮寄(verb)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|air|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|空|航空|noun|空气|空气|空气(noun)+气(noun)+空(noun)+调(noun)+劲(noun)+气态(noun)+神气(noun)+样子(noun)+晾(verb)+曝(verb)+通风(verb)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|any|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|任何|任何|DT||任何|任何(pronoun)+谁(adjective)+所有的(adjective)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|those|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|那些|那些|DT||那些|那些(adjective)+那(adjective)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|flight|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|||noun|飞行|飞行|飞行(noun)+航班(noun)+航程(noun)+溃逃(noun)+溃逃(verb)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|there|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|||EX||那里|那里(adverb)+那边(adverb)+那儿(adverb)+往那里(adverb)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|no|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|没有|没有|DT||没有|没有(adjective)+不(adjective)+无(adverb)+不然(adverb)+不(noun)+拒绝(noun)+莫(particle)+毋(particle)+|
korean air apologized for any discomfort to those on the flight and said there had been no safety issues involved|safety|大韩,航空,为,任何,不适,，,那些,在,飞机,上,道歉,，,说,已经,没有,安全,问题,涉及|安全|安全|noun|安全|安全|安全(noun)+安全性(noun)+安危(noun)+保险(noun)+|
the plane arrived at its destination only 11 minutes behind schedule according to yonhap|plane|飞机,到达,其,目的地,仅,11,分钟,落后于,预定,计划,据,韩,联社|机|飞机|noun|机|机|机(noun)+班机(noun)+刨(noun)+刨子(noun)+飞艇(noun)+镘(noun)+镘子(noun)+平原(noun)+水平面(noun)+翼面(noun)+平的(adjective)+刨(verb)+乘飞机旅行(verb)+翥(verb)+|
the plane arrived at its destination only 11 minutes behind schedule according to yonhap|destination|飞机,到达,其,目的地,仅,11,分钟,落后于,预定,计划,据,韩,联社|目的地|目的地|noun|目的地|目的地|目的地(noun)+地头(noun)+目标地址(noun)+终点(noun)+终点地址(noun)+|
the plane arrived at its destination only 11 minutes behind schedule according to yonhap|only|飞机,到达,其,目的地,仅,11,分钟,落后于,预定,计划,据,韩,联社|仅|仅|adverb|只有|只有|只有(adverb)+仅(adverb)+只(adverb)+唯一(adverb)+只是(adverb)+仅仅(adverb)+才(adverb)+刚刚(adverb)+光(adverb)+但(adverb)+单单(adverb)+净(adverb)+就(adverb)+乃(adverb)+刚(adverb)+唯(adverb)+惟(adverb)+单(adverb)+止(adverb)+殆(adverb)+只不过(adverb)+啻(adverb)+不过(adverb)+徒(adverb)+单独的(adjective)+单一的(adjective)+独的(adjective)+唯一的(adjective)+不过(conjunction)+|
the plane arrived at its destination only 11 minutes behind schedule according to yonhap|behind|飞机,到达,其,目的地,仅,11,分钟,落后于,预定,计划,据,韩,联社|落后|落后于|preposition||背后|背后(adverb)+落后(adverb)+向后(adverb)+在后(adverb)+后面(noun)+后(noun)+后边(noun)+后部(noun)+|
the plane arrived at its destination only 11 minutes behind schedule according to yonhap|schedule|飞机,到达,其,目的地,仅,11,分钟,落后于,预定,计划,据,韩,联社|||noun|时间表|时间表|时间表(noun)+日程(noun)+进度(noun)+日程表(noun)+班期(noun)+议程(noun)+|
even though it was not an emergency situation backing up the plane to order an employee to deplane was an excessive act|even|即使,它,不,是,紧急,情况,备份,飞机,订单,到,员工,警,是,一,种,过度,的,行为|||adverb|甚至|甚至|甚至(adverb)+连(adverb)+就是(adverb)+连 ... 也(adverb)+甚而(adverb)+甚或(adverb)+甚至于(adverb)+犹(adverb)+偶数(noun)+双日(noun)+双数(noun)+偶(adjective)+匀(adjective)+均(adjective)+齐截(adjective)+齐刷刷(adjective)+双(adjective)+瀡(adjective)+匀净(adjective)+匀实(adjective)+变平(verb)+相等(verb)+|
even though it was not an emergency situation backing up the plane to order an employee to deplane was an excessive act|though|即使,它,不,是,紧急,情况,备份,飞机,订单,到,员工,警,是,一,种,过度,的,行为|||preposition||虽然|虽然(conjunction)+虽(conjunction)+顶(conjunction)+虽说(conjunction)+不顾(adverb)+顶(adverb)+|
even though it was not an emergency situation backing up the plane to order an employee to deplane was an excessive act|not|即使,它,不,是,紧急,情况,备份,飞机,订单,到,员工,警,是,一,种,过度,的,行为|不|不|adverb|不|不|不(adverb)+未(adverb)+无(adverb)+非(adverb)+弗(adverb)+没(adverb)+靡(adverb)+叵(adverb)+毋(adverb)+|
even though it was not an emergency situation backing up the plane to order an employee to deplane was an excessive act|emergency|即使,它,不,是,紧急,情况,备份,飞机,订单,到,员工,警,是,一,种,过度,的,行为|急|紧急|noun|急|急|急(noun)+紧急事件(noun)+事变(noun)+突然事件(noun)+|
